id,texto,emocion
5347,"Hoy en el #DiaDelLibro he comenzado a leer Choque de Reyes, el segundo libro de Canción de hielo y fuego, mas conocido como la saga de Juego de Tronos. https://t.co/3FBK936nEH",others
5348,Nunca me habia alegrado tanto de mi insomnio. #JuegodeTronos,joy
5349,Triste ver las terribles imágenes que llegan de #Venezuela. Un régimen que insiste en atropellar sistemáticamente los derechos de sus ciudadanos.,sadness
5350,El puto amo de todos.... #championsleague,others
5351,"Diría que es de los edificios más bonitos que he visitado,, por tradición, historia, es una verdadera joya... El alma rota viendo lo que le pasó,,, #NotreDame 💔",sadness
5352,Arya puta jefa te como la boca tía #GameOfThornes #JuegodeTronos,others
5353,Me acabo de marcar un nuevo récord mundial de apnea: exactamente hora y veinte sin respirar. #JuegoDeTronos #8x03,surprise
5354,"No puedo con la gente que no entiende la pérdida para la humanidad con el incendio de #NotreDame, que todavía se atreve a expresar que es una exageración la reacción de los que sí sabemos aunque no seamos franceses 🤦🏽‍♀️",anger
5355,"A sus 16 años, la activista medioambiental sueca Greta Thunberg, culpó en su cara a la élite económica por la crisis climática en el Foro Mundial de la Economía el mes pasado. #GretaThunberg #CambioClimatico #ClimateChange #CrisisClimatica #ClimaticCrisis https://t.co/4iQDPdhYlS",others
5356,Qué nervios!!! No sé con quién seguir los resultsdos electorales. En USER está USER que ya es un punto a favor... 👏🏼👏🏼 #28A #28Abril #Elecciones2019 #eleccionesRTVE #ElecccionesGenerales28A #eleccionesA3N #eleccionesmediaset #AtVelecciones28A #EleccionesL6 https://t.co/ROV0SmjcD1,fear
5357,Ojalá ninguno de esos votantes se tenga que quedar en el paro y salir de España como tuvimos que hacer algunos. #ElecccionesGenerales28A,sadness
5358,Imposible que se tranquilice un poco esta mujer. Para ella las elecciones no han cambiado nada. Manda narices #masdeuno #inesarrimadas #ElecccionesGenerales28A,anger
5359,En el #DíadelLibro también te recomendamos la obra de USER . ¡Descubre a la autora de «La condición animal» (https://t.co/sGq4CbjT23) en esta #tuittrevista de USER ! https://t.co/kMmzfPihr2 USER #lecturasrecomendadas https://t.co/KPbaAd9Gd6,others
5360,Un Messi de otra galaxia deja al Barça con pie y medio en la final de la #ChampionsLeague (3-0) https://t.co/QybDVQ1B7e,others
5361,Las tardes de #ChampionsLeague y unos mattiolis son las mejores⚽❣,joy
5362,"Manda huevos que se haya tenido tanto miedo a USER y nada a los asesinos, terroristas y separatistas #ElecccionesGenerales28A",anger
5363,#CambioClimatico #NobelPeacePrize #GretaThunberg Apenas tiene 16 años y ya es una reconocida activista por el medio ambiente https://t.co/qypTEjiZE8,others
5364,Esto se merece un grupo para comentar que está pasando y qué pasará. #JuegodeTronos #GameofThones,others
5365,"#Venezuela serás libre de la opresión de este gobierno, Venezuela será libre.",joy
5366,"Me encanta el fútbol de estos dos equipos #BarcelonaVsLiverpool Pero siempre voy por los catalanes, #Barça #ChampionsLeague 👍🏼",others
5367,¡Felicidades a todos los lectores! 💕💕💕💕💕 #DiaDelLibro https://t.co/NuGjLQaR2t,joy
5368,"Felicidades a todos por ejercer vuestro derecho a voto -hace no mucho esto no era posible-. Esto es lo que tiene la democracia, hay que aceptar la decisión del pueblo, la nuestra. #ElecccionesGenerales28A",joy
5369,Listo para el Barça Liverpool #ChampionsLeague https://t.co/4QXkLEWnUT,others
5370,¡Triunfan!⚪🔴 El USER le ganó 1 - 0 al Valladolidad en #LaLiga⚽ https://t.co/w0zPxZ0hpI,joy
5371,Tanqueta arrolla a opositores en #Venezuela https://t.co/7p4bvkl2Vu https://t.co/jA236m3LZA,others
5372,"Tengo una sensación de miedo, intriga, preocupación por lo que está sucediendo en #Venezuela",fear
5373,⚠️El USER ha perdido contra el USER . 🏆Hoy el USER puede ganar la liga contra el USER . ⬆️ Y mañana el USER puede salir del descenso. #LaLiga #GironaFC #GironaSevillaFC,others
5374,La #EEIMafalda de #Getafe ha celebrado el #DíaDelLibro de la mejor de las maneras: amenizando la tarde con un cuentacuentos a cargo de Miriam Palacios con su espectáculo “Entre Moscas y Mosquitos”. #Leer para descubrir y sentir. #EducaciónPública https://t.co/VJVJu6hdDM,others
5375,"De verdad después de ver las semis de #ChampionsLeague es muy triste ver el #FPC, amo a USER pero q mal jugamos, y el líder no esta muy lejos de ser un equipo normalito, no es q pida q jueguen como en Europa, pero al menos el de rojo la entregue al de rojo, no es muy difícil",anger
5376,Votantes de Cs: ¿que pacte con el PSOE para evitar un gobierno de izquierdas? #ElecccionesGenerales28A #pacto,others
5377,"El USER jugando mal, golea 3-0 al USER #ChampionsLeague",others
5378,"AHORA: Pdte EEUU amenaza a Cuba con ""sanciones al más alto nivel"" si no detienen operaciones militares en #Venezuela #CooperativaConversa https://t.co/qb0TlLNIoZ",others
5379,Están completamente derrotados los golpistas en #Venezuela USER USER USER USER USER USER USER https://t.co/UEFAL8ypxr,others
5380,"y ahora una pregunta random, ¿de donde van a sacar todo el dinero para cumplir lo prometido? #ElecccionesGenerales28A",others
5381,"Repudiamos los intentos de golpe de estado a #Venezuela , a #NicolasMaduro y los cubanos también apoyamos la #RevolucionBolivariana. #Venezuela no está sola. #Cuba y #Venezuela triunfarán, pese a los intentos de #Bloqueo a q estamos sometidos. #Cuba y #Venezuela ...Venceremos!",joy
5382,En estas horas la población francesa y la comunidad de creyentes estamos realmente muy triste e impactado con la terrible noticia de #NotreDame. Cuidemos a nuestro hospital de campaña ya que esta sufrieron muchas persecuciones,sadness
5383,El #whisky del rey de la noche: #JWWhiteWalker #Poreltrono #JuegodeTronos https://t.co/dGv2ZjGSsC,others
5384,USER USER ¿Pues habrá que prestar a #NotreDame una aguja hasta que levanten otra vez la suya no?,others
5385,Habrá que ganar al Levante (y dedicárselo a Chumi) #BarçaLevante #LaLiga,others
5386,😭😭😭😭 y mi niño preguntando donde están recaudando el dinero para la reconstrucción de #NotreDame . USER Hay mucha pena e impotencia. https://t.co/aM1llDbH4H,sadness
5387,El activismo sueco no es cosa de ahora con #GretaThunberg Los dulces que escolares de un colegio rural cercano a Estocolmo hornearon y vendieron en 1988 sirvieron para crear la reserva privada más grande y más protegida del país centroamericano https://t.co/3Kb1I4x8x8,joy
5388,"Es momento de relajarse y ganar, aprovecha este súper sábado con el #BuffetCodereMX. #LigaMX #LigaMXFemenil #AscensoMX #PremierLeague #LaLiga #SerieA #MLB #LMB #bcnopenbs #NBAPlayoffs https://t.co/Sp0C1Apzxl https://t.co/2Fs8hv5xKw",joy
5389,"""'Las sanciones EEUU apuntan deliberadamente a destruir la economía de #Venezuela y, por lo tanto, llevar al cambio de régimen. Es una política infructuosa, cruel y fallida que causa graves daños al pueblo venezolano (…)', reveló el estudio...por el CEPR"" https://t.co/ad4KdWVPlg",anger
5390,"Increíble #JuegodeTronos, puedes intentar contarlo a la gente pero esto solo se entiende si lo ves. Lo mejor que he visto nunca",joy
5391,Aparentemente frágil y vulnerable ... demuestra lo que es la fortaleza interior. #gretathunberg #nobeldelapaz #foroeconomicomundial #teenagers #enviromet #nature #onu #ecology #survive #responsability #earth #autismo… https://t.co/GQZkymy6CT,others
5392,"""Soy gilipollas. Gracias por hacermelo saber"" #ElecccionesGenerales28A #28A https://t.co/PopGT3DTPP",anger
5393,"La luz inquieta de las llamas les hizo parecer moverse. Había serpientes, que parecían estar riendo, gárgolas aullando, salamandras tocando el fuego, dragones que estornudaban en medio del humo'. Nuestra Señora de París, Víctor Hugo #NotreDame #Paris https://t.co/GQ1NdMirez",others
5394,"Fue muy triste lo de #NotreDame y en plena Semana Santa, pero también muy esperanzador ver que qué eran varios jóvenes con Rosario en mano rezando el Ave María 🙏",sadness
5395,¿Y el penal? ¿Dónde está el VAR? ¿La roja?🙀 #ChampionsLeague Vamos USER 💪🏼,others
5396,"Seguimos muy de cerca esta iniciativa y la apoyamos. #FridaysForFuture, o la conciencia de la juventud que apremia a cambiar las normas de juego para proteger el clima y el planeta. Hay que seguirl USER muy, muy de cerca. De ell USER es el futuro. #GretaThunberg https://t.co/cn9UeAXBEh",others
5397,"¡AJÁ, CUÉNTAME MÁS! Iris Varela asegura que otros países piden ayuda al régimen para “mejorar” sus servicios penitenciarios #Venezuela #30Abril https://t.co/P3Klq9JrPh",others
5398,¡Nos alegramos mucho de que te haya gustado! ¡Feliz #DiadelLibro https://t.co/8fu9WW11gy,joy
5399,"Apoyo totalmente la huelga mundial contra el cambio climático. La moda sostenible debe ser responsable, con los materiales, con la fabricación, con los seres humanos y con el respeto al entorno y al planeta. #FridaysForFuture #GretaThunberg #ModaSostenible #CambioClimatico",joy
5400,"#LaLiga ya tiene dueño🏆, #FCBarcelona demuestra que sigue dominando en España al volver a conquistar una vez más el campeonato español.🏅",joy
5401,Greta Thunberg pide al Papa que se una a la lucha contra el calentamiento #gretathunberg #ala #papa https://t.co/CcOdCCtH8F https://t.co/JyDRABZJiQ,others
5402,Posiblemente la victoria más exagerada del Barcelona en muchísimos años. No hubo tal diferencia en el campo #ChampionsLeague,others
5403,¿Quién creéis que va a ganar las elecciones? #JuegodeTronos,others
5404,"Acabo de ver el 8x03 de #JuegodeTronos. La madre que me parió, que puta pasada.",surprise
5405,#Vaticano expresa su conmoción y tristeza por incendio en #Catedral de #NotreDamedeParís. #NotreDame #nostredameonfire #ParisFire #Paris #Cathedral https://t.co/5qRKjPAcgb,sadness
5406,"Hoy celebramos el #DíaDelLibro 📖 Sobre los Altos de Jalisco se han escrito muchos libros, tanto de autores Alteños como no nacidos aquí ¿Qué libro y/o autor nos recomendarías? Cuáles son tus obras favoritas? Recuerda que la lectura es otro medio para conocer los #AltosdeJalisco https://t.co/5fUq71U2Dl",others
5407,"#LibroFavorito de autor chileno ""El obsceno pájaro de la Noche"" de José Donoso. Aunque reconozco que todo lo de Donoso me encanta 👌 #DiaInternacionalDelLibro #DiaDelLibro https://t.co/8QSc9Q1mnT",joy
5408,"En fin, no es para tirar cohetes, pero de todas las opciones posibles, ha salido una de las mejores. Y si no lo pensáis así, imaginad qué habría pasado si los tres fachas hubiesen sumado. #ElecccionesGenerales28A #ConRiveraNo",others
5409,¿Donde está #Maduro? Los tristes acontecimientos que se están desarrollando en #Venezuela deben suponer el fin definitivo del dictador y la liberación del pueblo venezolano. El comunismo no es la solución. Evitemos derramamiento de sangre.,sadness
5410,"#LaLiga La mano de Arias que ha indignado al Valladolid: ""Ha sido penalti claro"" https://t.co/BdS622IhOX",others
5411,La noche más amarga del #PP. Por ⁦ USER ⁩ | https://t.co/qDlh4ObaYb #28A #ElecccionesGenerales28A https://t.co/Sv1gyeTmYP,sadness
5412,"🇻🇪 En medio de momentos de tensión que se viven en #Venezuela, tanquetas pasaron por encima de manifestantes 🔴 ¡Mirá el video! https://t.co/JeMZHRB8e0",surprise
5413,Emotivos videos muestran cómo cientos de franceses se reunieron en los alrededores de #NotreDame para cantar y esperar lo mejor ante la tragedia. https://t.co/FOrdY6GybF,sadness
5414,Se puede ser muy miserable. Y luego esta USER #España con #Venezuela https://t.co/0GbotZNUR4,anger
5415,"USER Però existe y hoy sabremos a cuántas personas de las que han votado, representan. Lo de menos es eso, lo de más es que vamos a hacer cuando sepamos el número mañana. ❤️ #ElecccionesGenerales28A https://t.co/HOzxQXhXXe",others
5416,Las dos faltas aue hizo el Bar$a se las hacen a Messi y piden pena de cárcel #ChampionsLeague,others
5417,"Qué triste ver al lugar que más me impresionó de París ser consumido por el fuego, nunca he creído en la religión pero estar ahí dentro era una sensación indescriptible #NotreDame #Paris https://t.co/KoH7a83Uhq",sadness
5418,📚💜 En la presentación de la colección “Las imprescindibles” #DiadelLibro (@ Mujeres y Compañía in Madrid) https://t.co/Hkmq3w5PBS,others
5419,#TBT Nosotros nunca visitamos #NotreDame pero si visitamos FestivaldeViña en 1993 con nuestros !Grandes Éxitos! Si te gustaría revivir esta noche dale click 👇🏻 USER https://t.co/3qgyjZUfsK,joy
5420,En mi pueblo (pueblo de #Valencia) lo que hace Bran de #JuegoDeTronos es dotorejar.,others
5421,Un libro es un arma poderosa👌 #DiaDelLibro,others
5422,"#GretaThunberg, la adolescente que se puso en huelga por el clima https://t.co/UP51dgcW3b via USER",others
5423,Hoy ha perdido España!🇪🇸😢 #28A #ElecccionesGenerales28A,sadness
5424,Religiosos en #EEUU se pronuncian contra la intentona golpista en #Venezuela https://t.co/UxrnNLyzCw,others
5425,USER USER USER Lo zurdo le brota por los poros...!!! #VenezuelaLibre,others
5426,"Gol, gol y goooooool del único mejor ""9"" te amo Suárez😘😘 #ChampionsLeague #suarez",joy
5427,como coño duermo yo después de lo que acaba de pasar #JuegodeTronos,surprise
5428,¡Una vez más uno de los mejores jugadores de la historia! 🇦🇷 Leo Messi al 75' y al 82' en #ChampionsLeague 🔵🔴 ¿Se acabó la serie? 🏆 https://t.co/xivFajGEvz,joy
5429,Me preocupa que no os preocupe el resultado de Bildu. #28A #Elecciones28A #28Abril #EleccionesL6 #ElecccionesGenerales28A #Elecciones2019,surprise
5430,USER sonriendo con las tonterías que dice USER #ElecccionesGenerales28A #Elecciones2019 #28Abril # https://t.co/vbqls4GF2a,others
5431,Enhorabuena al PSOE por este fantástico resultado. #ElecccionesGenerales28A,joy
5432,USER consigue la asombrosa cifra de 0 escaños en #Canarias. Orgulloso de mi tierra 🇮🇨💜✊🏼 #UnidasPodemos #ElecccionesGenerales28A,joy
5433,"Hoy haremos algo distinto y durante la aventura de #Malucojr , haremos un tipo de “podcast” viendo la fecha de la #ChampionsLeague a las 00,30! #Chile #StreamingLive #twitchaffiliate #PS4 USER USER https://t.co/teZCEw3kWt",others
5434,No entiendo el resultado de estas elecciones. #ElecccionesGenerales28A,others
5435,"😘📚☕🙋Aunque hace mucho prefiero las versiones en digital de los libros. Soy de las que disfrutan entrar a una librería revisar varios autores, leer el resumen de los libros, romper los envoltorios, hojear un libro, el olor de las hojas es increíble, #DiaDelLibro 🐾🙋🏻 https://t.co/l35Hc5HLkd",joy
5436,"Parece ser que los candidatos no conocen la pregunta inicial que les harán en #ElDebateDecisivo. Hoy, 23 de abril, #DiaDelLibro, bien podría ser cuál es el último que han leído. Así nos aseguraríamos de que al menos, como anécdota, se hablase de #Cultura en el #DebateAtresmedia",others
5437,"Con los yihadistas no hay que mediar palabra, si tocan a la cristiandad hay que defenderla con ferocidad. Si hace falta otra cruzada que se haga. Dios lo quiere. #NotreDame #NotreDameFire",disgust
5438,Messi recibió emotivos regalos antes de enfrentar al Liverpool por la #ChampionsLeague https://t.co/y7zsfkjE42 https://t.co/cowI8cgVjO,others
5439,"USER Diccionario del Mar Venezolano, 1998 #DiaMundialdelLibro #DiadelLibro #DiaMundialDoLivro",others
5440,"Cada minuto que pasa sin que Maduro hable en público (un tuit no vale), es una señal de que el golpe le está haciendo daño al régimen dictatorial. Si hubiese fracasado, el fanfarrón que lleva dentro ya habría salido a luz #Venezuela #España",anger
5441,"""De todos los instrumentos del hombre, el más asombroso es, sin duda, el libro. Los demás son extensiones del cuerpo, pero el libro es otra cosa: el libro es la extensión de la memoria y la imaginación"". Jorge Luis Borges. ¡Feliz #DíaDelLibro!",joy
5442,#LaLiga El #Barcelona derrotó 1-0 al Levante con gol de Messi y se consagró campeón de la Liga Española https://t.co/N34Z373sql,others
5443,Esto es algo que no se puede permitir. No más violencia en Venezuela. Apoyo total a #Venezuela y a su presidente USER #VenezuelaLibre https://t.co/APVuLfH7Y4,anger
5444,"Notre Dame⛪️ Hoy se incendió la #catedral de #notredame, símbolo insignia de la ciudad de #paris y eterna casa del legendario #quasimodo el mundo llora tan lamentable pérdida.… https://t.co/9mEL3sIzdo",sadness
5445,"Gracias Messi por tanto fútbol 😍 queda la vuelta todavía, vamos Barça #ChampionsLeague",joy
5446,Pompeo dice que Maduro estaba listo para dejar #Venezuela y #Rusia🇷🇺 lo impidió... https://t.co/mluofORLvU https://t.co/6sXlW70Pxk,others
5447,Agradezcamos a Bran por no habernos hecho spoiler. Él sabía todo lo que iba a pasar. #VivePoniente #JuegodeTronos,others
5448,#LaLiga 🏆 | #BarçaLevante ⚽ 💥 ¡TER STEGEN! Remate al palo y se la queda el alemán entre las manos 🕛 89' 1-0 #EnDirecto ▶️ https://t.co/Dolthgpm5X https://t.co/mhZ6HUNu5n,others
5449,"Me acosté sin gobierno y ha sido una sorpresa positiva que al menos haya ganado la supuesta izquierda ...me terminaré de convencer cuando no pacten con los vendeburras de #Ciudadanos . Solo veo un gobierno, el de #PSOE &amp; #Podem #ElecccionesGenerales28A",surprise
5450,USER publiquen el link a través del cuál los venezolanos podremos escuchar al Presidente (E) . USER por favor #30Abr #Venezuela,others
5451,¡Finalmente demostró tener los huevos puestos! #GameOfThrones #JuegoDeTronos #TheonGreyjoy #Winterfell https://t.co/4AWkEZKoeC,surprise
5452,Hoy celebramos el #DíadelLibro y recordamos las librerías de antaño que se mantienen vigentes en Guayaquil. ► https://t.co/leMNpSAh3I 📖 📖 https://t.co/LmlLVlpd5x,others
5453,"Así es #MejoresPrácticas Para alumnos/hijos lectores, la mejor manera es tener un espacio en casa/escuela para propiciar los #DispositivosBásicosDeAprendizaje para el desarrollo de la #LecturaInfantil 📖 #DíaDelLibro #RincónDeLectura #síndromedeDown #Alfabetización #SíPodemos https://t.co/CKzgnEVA9m",others
5454,"No es por nada, pero sentirme orgulloso de mi hermano USER es poco cuando le ves en los créditos del último capitulo de #JuegodeTronos y ya van dos veces en GOT #Got8x03 https://t.co/Uz0rHoB0Ti",joy
5455,"Qué tristeza las fotos del incendio de la catedral de #NotreDame, es una gran pérdida para la humanidad. Así de bella e imponente 👇🏻 https://t.co/6CumkSWuAu",sadness
5456,Pues... se ha quedado buena noche #ElecccionesGenerales28A,others
5457,"Voy a dormir feliz. Buenas noches España, ¡Viva tú! #EleccionesL6 #ElecccionesGenerales28A #eleccionesmediaset #PSOE https://t.co/opCDHymKyx",joy
5458,"Cuidado con este hombre, que cuando termine de analizar las #ElecccionesGenerales28A se va con su diente de oro a robar a Macaulay Culkin en ‘Solo en casa’ https://t.co/Rw7cto1MOa",surprise
5459,ME CAGO EN LA PUTA MADRE JODER TE AMOOOOOO #JuegodeTronos,joy
5460,"Theon Greyjoy es uno de los personajes más complejos de Juego de Tronos y lo tenéis subestimado. Es un imbécil, sí, pero si todos fueran un muermo como el Jon pues menuda mierda de serie. Y para que quede claro #teamcersei #JuegodeTronos https://t.co/6kdyDUxtMA",anger
5461,#GretaThunberg se une a las marchas por el #Medioambiente en #Alemania https://t.co/ppgkdy5Cp1,others
5462,Necesito un meme que defina mi felicidad por el fracaso de la derecha (sobre todo de vox) y la izquierda como ganadora. Aún hay esperanza en este país ✊🏼 #ElecccionesGenerales28A,joy
5463,ESPAÑA. #ElecccionesGenerales28A USER acepta la derrota y ofrece a USER la dispocisión de gobernar https://t.co/JivlJ4aGeZ,others
5464,Barcelona vs... ¿Quién le daría más pelea a #Messi y al #Barça? #somosJUGOtv | #ChampionsLeague,surprise
5465,Que ganas de soltar todo lo que pienso sobre #JuegodeTronos AAAHHHH!!,others
5466,"No son los resultados ideales, pero todo pinta tan bien con lo mal que podía acabar 🤞🏼 #ElecccionesGenerales28A",others
5467,Pasan los años y aún se extraña a USER en #espn #ChampionsLeague,others
5468,"Puede q este vídeo, ayude a USER a entender de donde viene la violencia en #Venezuela cc USER https://t.co/cnM0RSMOBj",others
5469,"Que hueva el #DíaDelLibro, mejor me espero a que saquen el #DíaDeLaPelícula.",others
5470,"Enhorabuena Pablo fraCasado, ya era hora de que la derecha haría algo bueno por este país #ElecccionesGenerales28A",others
5471,En 8 minutos Messi resolvió el encuentro. #Barcelona 3-0 #Liverpool #ChampionsLeague https://t.co/wdAiAZM7YG,joy
5472,El increíble esfuerzo de algunos periodistas para hacerse los pelotudos con el tema #Venezuela y seguir hablando de las PASO. Que vergüenza me dan .,anger
5473,Profecías que lo dejan a uno inquieto #NotreDame https://t.co/AOhO2jUAos,fear
5474,7 CURIOSIDADES que posiblemente no sabías de #NOTREDAME #Paris | AD | https://t.co/V2ckPpNpVS,others
5475,"Jajaja, vende hidrocarburos robados, la Gasolinera barata de Puebla, oye USER ponte a trabajar USER USER #Felizlunes #Francia #NotreDame #GotTalentLive2 #GHDUO5A https://t.co/cUSd2bHQcW",others
5476,"#ChampionsLeague y encima, el cabrón del uruguayo se cabrea.... qué poca VERGÜENZA!!!",anger
5477,USER Ya no te alcance a escribir durante el programa #LunaAlAire pero que bueno estuvo con esta mezcla de recomendaciones con motivo del #DíadelLibro y las rolas uff saludos,others
5478,"La verdad es que no siento nada de tristeza por una catedral quemada. ¿Cuántas ""brujas"" fueron quemadas y olvidadas? Yo si las recuerdo. Ya tenemos que dejar de romantizar a la iglesia y el pasado. #NotreDame",others
5479,Lionel Messi se ha pasado el juego de faltas. #ChampionsLeague,others
5480,"Pues gracias a las #ElecccionesGenerales28A he aguantado hasta el #mangademedianoche de USER . Cae un pleno en el que hay dos colecciones que Julia podrá leer pronto. Primero #MúsicadeAcero y luego #Astra. No obstante, mi favorita es #Beastars. https://t.co/0i7DDks8Er",others
5481,"#EleccionesL6 #conriverano #noesno #sisepuede #esquerrarepublicana #fueravox #fuerapp #fueraciudadanos USER ahora quien está nervioso?Ni tu ni tu USER vais a ser nunca nada! Intentadlo con el AMPA de vuestras escuelas, seguro os va mejor!! #ElecccionesGenerales28A https://t.co/u7eQL1mswM",others
5482,La lectura de un buen libro es un diálogo incesante donde el LIBRO habla y el alma contesta... #DiaDelLibro,others
5483,"Solamente os puedo dar las gracias, las gracias y miles de gracias fachas de mierda. Aquí mi pequeño homenaje USER USER USER #EleccionesL6 #ElecccionesGenerales28A #EleccionesA3N https://t.co/ohC16quMQH",disgust
5484,"Me toca estar DISTANTE, PERO JAMAS AUSENTE..... #VENEZUELA",others
5485,Feliz #DíaDelLibro y de la comunidad.. Lectora😋 https://t.co/s2LMzBBvT4,joy
5486,"#ElecccionesGenerales28A Hoy la fiesta de la democracia la protagonizan ellos y ellas. Enhorabuena a Dani y a todas las personas que, como él, han ejercido un derecho que les corresponde y que antes no tenían. !¡Estamos felices! https://t.co/m3Ll4NOHWC",joy
5487,"Miles aterrados con lo de #NotreDame, los franceses esclavizaron y asesinaron a millones de africanos y nadie dijo nada, nadie se aterró.",disgust
5488,"#DíaDelLibro 📖 Umaru sobrevivió al Ébola en Sierra Leona en 2015. En la foto sostiene un libro donde, a través de los dibujos, cuenta cómo vivió la lucha contra esta enfermedad. https://t.co/5StYY7oh5B",others
5489,"En el medio del paro y lo de la situación en #Venezuela aprovecharon para darle prisión domiciliaria al Caballo Suárez. La #Justicia militante, grupo de miserables con costumbres inmundas. https://t.co/BkUB4MNZ5h",disgust
5490,USER La batalla de los bastardos se va a quedar en mera anécdota. 90 minutos de hostias como panes de hogaza de pueblo. #GOT #JuegoDeTronos,others
5491,"Los sinvergüenzas de USER USER USER USER hablando de las consecuencias anímicas de no ser campeones de #LaLiga en el día hoy, como siempre deseando lo ''mejor'' al Barça #BarçaLevante",others
5492,No tengo foto de #NotreDame No puedo jugar con ustedes.,others
5493,"Entre las #ElecccionesGenerales28A y ver hoy #AvengersEndgame tengo las emociones muy revueltas, dejo para mañana ya #GameofThrones que sino no duermo.",others
5494,Nos unimos a la fiesta 😉 10 escenarios de #JuegodeTronos https://t.co/aqOiBLXxs6 https://t.co/b4Bw72aFS5,joy
5495,#ChampionsLeague #Liverpool vamos no te bajes ahora!!!!,others
5496,"Lunes negro para París, a punto de caer la catedral de #NotreDame... Mala yuyu dirían los antiguos. Bomberos en París dudan poder controlar el incendio en Notre Dame https://t.co/pRM43sdSUe #NotreDameFire",sadness
5497,En #Ecocampus hablamos de #Ecofeminismo y las huelgas estudiantiles contra el cambio climático.▶️https://t.co/tN7jYhccVa #CambioClimático #GretaThunberg #8Marzo #15marzo USER #HuelgaFeminista2019 https://t.co/KeLvGhnWlR,others
5498,"Huelga decir, sabía que esto iba a pasar. #ElecccionesGenerales28A",others
5499,✔️Presisamente ayer comentaba con mi mamá que la cosa se había enfriado ❄ demasiado #Guaido Honestamente sobre la mesa hay muchas opciones. Con lo de hoy en #LaCarlota sabemos q sigue el trabajo político tras bambalinas Mañana #1Mayo será un día interesante 🤔 #Venezuela 🇻🇪,others
5500,"Lo triste de #NotreDame es que se nos va una muestra de la raza humana. Habrán hecho barbaridades pero eso también es nuestra traza, lo que no se puede olvidar.",sadness
5501,"Lo de Messi es impresionante,viene de otro planeta. #ChampionsLeague",surprise
5502,#Juegodetronos quienes morirán hoy en el 8 X 03 ???,others
5503,Hace poco ordené mis libreros. La mayoría de libros que saqué los voy a donar pero se me ocurrió que por el #DiaDelLibro puedo regalar estos por aquí (solo en Guayaquil). Los 3 los tenia duplicados así que están nuevecitos. Veamos si funciona 😂Vamos a hacerlo simple *abro hilo* https://t.co/oECrFMhQvT,joy
5504,El secretario de la USER pide “evitar la violencia”...y para cuando pedirá al régimen de Maduro q se largue y no siga asesinando al pueblo de #Venezuela ? https://t.co/1xkQ2JjIai,anger
5505,Adiós al invierno (si es que lo hubo) desde #Málaga #bucairatours #invierno18 #primavera2019 #palmeras🌴 #cambioclimatico #fridaysforfuture #gretathunberg https://t.co/mFeN8XBAvB,others
5506,"Hola soy el Rey de la Noche, llevo una espada que no pienso utilizar jamás. #GameOfThrones #JuegodeTronos #juegodetronos8x03 https://t.co/kCQl7yONjQ",joy
5507,¿Cuánta mierda pueden tener en la cabeza los que apoyan la dictadura de Maduro? ¿No se dan cuenta de su ignorancia y completa falta de empatía? Que vergüenza... #VenezuelaLibre,anger
5508,Tendrá USER la dignidad de dimitir cuando comparezca en unos minutos? #ElecccionesGenerales28A,others
5509,Messi el de los goles imposibles en Europa por que acá ya lo conocen muy bien #ChampionsLeague,joy
5510,El caballo de USER dice que si llega a saber esto se hubiese quedado en su casa ... #ElecccionesGenerales28A,others
5511,"Da igual cuáles son los resultados esta noche, no pasará nada hasta las municipales de mayo. #ElecccionesGenerales28A",others
5512,Siguiendo los acontecimientos con preocupación #Caracas #Venezuela 🙏,others
5513,¡¡Han traído libros!! Sánchez y Rivera dando un poquito de vergüenza #DiaDelLibro #DebateAtresmedia https://t.co/5SUABlw9Pq,disgust
5514,Victoria de la izquierda en #España muestra que el #progresismo aún tiene mucho para dar en el #mundo https://t.co/hdqCDRDfW6 https://t.co/byXqqA2f90 #28A #ElecccionesGenerales28A,others
5515,"Estoy triste porque no encuentro mi foto en #NotreDame para poder recordarles que sí fui, que era delgado, con euros y posibilidad de viajar #fail — adulting 3.0 criando",sadness
5516,La defensa del Barcelona está más dura que los calzones de mi suegra. #ChampionsLeague,joy
5517,Pues a dormir más tranquilos. 😂 Ya solo me falta que no me maten ni a Arya ni a Tyrion en #GameofThrones. 🏳️‍🌈 #ElecccionesGenerales28A #psoe #28DeAbril,others
5518,"El ""¡Ya cayó!, ¡Ya cayó!, ¡Nicolás ya cayó!"". https://t.co/VFt9q2O9Cz #Venezuela #Embajada #CdVictoria #Tamaulipas https://t.co/XOyJx50XEI",joy
5519,USER USER Nuestra triste oposición exigiendo el apoyo al intervencionismo y la guerra en #Venezuela ¿No les bastó la guerra que desataron en México?,anger
5520,"¡Feliz #DiaDelLibro🌹📚! He tardado algún tiempo en reconciliarme con los clásicos, pero ahora entiendo que si no los has leído no existen. En tu mundo no existen. #SantJordi #leer #DiadelLibro2019 https://t.co/NzLdQ0wxzt",joy
5521,"Es imposible describir lo que se vive en #Venezuela,Los amigos de Mujica y Tabaré Vázquez y de todo el F.A atropellando civiles con tanquetas. Esto es la dictadura asesina de Nicolás Maduro. https://t.co/ENuu2MIraF",anger
5522,"Quitando ""polvos"" y celebraciones especiales ... han sido unos de los 81 minutos mejores de mi vida #JuegodeTronos #VivePoniente",joy
