id,texto,emocion_original,grupo,estudiante
2954,Apoteosico lo de esta serie #JuegodeTronos,surprise,O,4
2955,#LaLiga | El USER quiere distanciarse del descenso ante el USER en Butarque en USER #beINLaLiga Horarios ► https://t.co/w4NqgobZZ0 https://t.co/VfLFWBbg4y,others,O,4
2956,Qué pena por esas personas que se burlan e incluso les parece exagerado la perdida de la catedral #NotreDame . Sin saber lo que en verdad significa para el mundo.,anger,O,4
2957,Con una impresora tresdé no se pueden reconstruir 850 años de historia.. Tontos de los cojones!!! Para reconstruir #NotreDame primero tenemos que reconstruir nuestra sociedad occidental y nuestros valores,anger,O,4
2958,#LaLiga | El Barcelona se proclama campeón por 26ª vez tras ganar sufriendo al Levante (1-0) #BarçaLevante https://t.co/TAu0OFWOAn,others,O,4
2959,¡Mañana todos a marchar! •💪🌿🌊🌻🌎🏔️🌅• En todo Chile y el mundo exigimos acciones inmediatas en contra de los efectos del cambio climático. ¡Unidos por empoderamiento de las comunidades en defensa de sus territorios! #chilesustentable #gretathunberg #fff #fridaysforfuture https://t.co/0aI8DnKYGN,others,O,4
2960,Muy buen análisis de USER sobre la situación en #Venezuela y los intereses de las grandes potencias que están detrás 👇🏼 https://t.co/YK72SD3EVG,others,O,4
2961,Dembélé es cada día más hábil. Eso que acaba de hacer lo pueden hacer maximo unas 10 personas en el mundo. Borró a todo el equipo. #BarçaLevante #LaLiga,others,O,4
2962,Menos mal que todavía hay personas buenas en el mundo 🥰 #JuegodeTronos #GameofThrones #VivePoniente #WinterIsComing #carbonessss #NoSpoilers https://t.co/bVRSOGvZja,others,O,4
2963,"Acá,chapoteando por qué ya se va Abril y haciéndome el hijo adoptado de USER 💦📣🧤 #april #abril #mayo #brasil #lgtb #aquadance #vacaciones #buenosaires #argentina #pride🌈 #glitter #ShowMatch #Showmatch2019 #cdmx #travel #traveling #colombia #venezuela https://t.co/wY1d1ujqHA",others,O,4
2964,"Los que aún no habéis visto #JuegoDeTronos estáis a punto de ver el mejor capítulo de la historia de #GameofThones (de momento, claro) ! 😳😱🔝 DISFRUTADLE!! #BattleForWinterfell #GOT8x03 💥",joy,O,4
2965,"Por lo que parece, en el VAR hay derecho de admisión. Sólo sirve a los ricos.#Var #futbol #LaLiga",others,O,4
2966,Me ha explotado la cabeza con el último episodio de #JuegodeTronos 😱😱😱😱,surprise,O,4
2967,"Notre Dame, la catedral parisina símbolo de la arquitectura gótica se ha perdido entre las llamas, dejando atras ocho siglos de historia. #Francia #NotreDame #NotreDameFire #NotreDamedeParis #Paris #NotreDameCathedral https://t.co/elu1ENrd4D",sadness,O,4
2968,Vergüenza por los argentinos que defienden al dictador Maduro. Solidaridad con los venezolanos ante esta terrible realidad. #VenezuelaLibre #Venezuela,others,O,4
2969,La millonaria familia Pinault compromete 100 millones de euros para la reconstrucción de #NotreDame https://t.co/NfeoUuDzqy,joy,O,4
2970,"Ayayayay estoy tan nervioso que no sé si reír, llorar, correr o todo a la vez. 🙈🙉🙊 #ElecccionesGenerales28A",others,O,4
2971,Lo resumo en ARYA STARK ES MI HEROÍNA Y LO QUE HE SUFRIDO POR ELLA TODO EL EPISODIO NO ES NORMAL (las mayúsculas eran necesarias) #JuegodeTronos #GOT #8x03 #BattleForWinterfell,others,O,4
2972,Yo sacó fotocopias en la pega para mi hijo todo perseguido...y USER los mete en las reuniones mundiales sin asco? Que queda para los menos? #Venezuela,anger,O,4
2973,Algo que quisiera conocer antes de que el puto amo se retire. #CampNou #BarcelonavLiverpool #ChampionsLeague https://t.co/WdrQrdZW84,others,O,4
2974,"La cultura se adquiere leyendo libros, pero el conocimiento del mundo, q es mucho más necesario, solo se alcanza leyendo a los hombres y estudiando las diversas ediciones que de ellos existen.#SomosCuba #SiPorLaRevolución #DiaDelLibro https://t.co/vZmPOd3Rsn",others,O,4
2975,Messi si que quiere ganar la #ChampionsLeague . Lo mejor del USER hasta en lo peores momentos de juego. 👏 #BarçaLFC,others,O,4
2976,USER quiso recibir a USER pero ella está de exámenes y tiene que estudiar... una persona muy responsable !! 👏 #climatechange #CambioClimatico #GretaThunberg https://t.co/ovwmaoaMCA,others,O,4
2977,"La gente que dona dinero para reconstruir #NotreDame puede hacer con su dinero lo que le venga en gana. La pobreza en Africa es responsabilidad de los propios gobiernos que son los que más roban y mantienen a sus pueblos en estados miserables, siendo los más ricos en recursos. https://t.co/ZSQLHO1lCK",anger,O,4
2978,"Este #DiaDelLibro quiero dar mi top ten de recomendaciones literarias que uno puede leer en cualquier momento de su vida y son sobresalientes (en mi opinión) en su contenido, originalidad, desarrolló, enseñanza y ejecución con una muy ligera opinión.",others,O,4
2979,Que alivio es no escuchar a Solabarrieta #ChampionsLeague,others,O,4
2980,"#GretaThunberg, la joven inspiración por la responsabilidad climática https://t.co/pebQY8cio5",others,O,4
2981,USER es el mejor arquero lejos del mundo lejos #ChampionsxFOX #ChampionsLeague #CHAMPIONSxESPN,joy,O,4
2982,+FOTOS | Llueven los anuncios de donaciones millonarias para reconstruir #NotreDame https://t.co/WoVuWYhKqW #800noticias #noticias #internacionales #16abr https://t.co/56sVBs2c1q,others,O,4
2983,GRACIAS USER por unir a mi país contra el fascismo. GRACIAS DE CORAZÓN. #ElecccionesGenerales28A,joy,O,4
2984,"El #calentamientoglobal afecta a todo el mundo, pero quienes vivimos en Andalucía lo padecemos más y peor. Si lo sabes bien, firma esta petición y pídele a la Junta una plan urgente https://t.co/gceEEAr0WK #GretaThunberg #AndalucíaDiceNoAlCalentamiento #IniciativaVerde #FFF https://t.co/t4uhs6CgMH",sadness,O,4
2985,"No hay nada mejor en la vida, la serie que nunca pasa de moda #ChampionsLeague #BarcaLiverpool https://t.co/PcCoTX8iiS",joy,O,4
2986,La adolescente #GretaThunberg lleva a #Bruselas su rapapolvo a las élites por el #clima  #climatechange #ClimateStrike https://t.co/4Jv74PUxqF,others,O,4
2987,"Veo esta opción la más posible, con la duda de que Coalición Canaria esté dispuesta a pactar, cosa que no afectaría y seguiría dejando al PSOE en Moncloa con 177 escaños. #ElecccionesGenerales28A #EleccionesL6 https://t.co/f0uoibs7dY",others,O,4
2988,"Ya hablamos de ella dedicándola una entrada de blog, pero es que #GretaThunberg está dando mucho que hablar, ¡y lo que queda! Sus reivindicaciones contra el #CambioClimático cada vez suenan con más fuerza.👧🌿 ➡ https://t.co/rN4SGNeVCH Vía USER #ClimateStrike",others,O,4
2989,Lo veo más rápido y de mejor juego al #Liverpoolfc que al #Barça #ChampionsLeague 🏠⚽️✊🏻,others,O,4
2990,El grito de los jóvenes contra el cambio climático se convierte en global | Sociedad | EL PAÍS #FridaysForFuture #FridayForFuture #GretaThunberg Orgullosa de escuchar cada día el grito de mis hijas contra el cambio climático ♻️🌎💚 https://t.co/5UQaYCxD4k,joy,O,4
2991,Acabo de ver el mejor episodio de la historia de la televisión. #juegodetronos,joy,O,4
2992,"He aplaudido, he vibrado y hasta me he emocionado. Vaya épica la del episodio de 'Juego de Tronos', y qué necesarios los dos anteriores capítulos para que este funcione tan bien #GameofThrones #JuegodeTronos https://t.co/ETOMifPvTK",joy,O,4
2993,Nada como que en el #DiaDelLibro se moje el libro que estás leyendo. https://t.co/rmQ9wAikI8,joy,O,4
2994,"Lamento profundamente el incendio de la Catedral De Nuestra Sra de Paris, gran pérdida Religiosa y arquitectónica para todos los Católicos. #NotreDame https://t.co/RnonKd1muo",sadness,O,4
2995,Vidal sabe cómo romper la defensa del Liverpool #ChampionsLeague,others,O,4
2996,"Pompeo afirma que Maduro planeaba huir a Cuba hoy: ""tenía un avión en la pista, estaba listo para irse esta mañana y los rusos le dijeron que debería quedarse"". Siga las noticias de la jornada en #Venezuela",others,O,4
2997,81' ⏱ | G⚽⚽⚽⚽LAZO‼ de #Messi. La Pulga clavó el esférico en en ángulo de Allison https://t.co/ymbXchdapc USER 3⃣-0⃣ USER #BarçaLFC 🔵🔴 #Liverpool 🔴🔴 #UCL #ChampionsLeague https://t.co/GH7oYBi3mT,joy,O,4
2998,"USER USER Si difícil de analizar después del 3-0. Pero analizando los primeros 20 minutos del segundo tiempo, estaba en excelente posición el Liverpool y parecía cuestión de tiempo para el empate. #ChampionsLeague #BarcaLiverpool",others,O,4
2999,"Que nervios !!!! aquí esperando quien más llega 🤣, Ya alistándose para la batalla !!!! Me va a dar 😩 USER #GamesOfThrones #JuegodeTronos #GOTenClarovideo https://t.co/yNxB9XjcdF",surprise,O,4
3000,"Con #GretaThunberg me está pasando igual que con #Malala, me tiene ya hasta el moño. Quién, quiénes o qué están empujándola a terminar mal, como tantos niños prodigio a lo largo de la historia.😂😂😂",others,O,4
3001,Y bueno ojalá que Firmino no esté disponible tio #BarçaLFC #ChampionsLeague,others,P,1
3002,Conmovedora imágen... un día muy difícil para los franceses y todos los católicos en general #NotreDame https://t.co/B7zm0MwC36,sadness,P,1
3003,"Arya es mi salvador, nada me faltará!!! #GOT #GoT #JuegodeTronos",joy,P,1
3004,"""Para viajar lejos, no hay mejor nave que un libro"" (Emily Dickinson) #DiaDelLibro",others,P,1
3005,"Los agentes del ministerio del tiempo lucharon contra el Ángel Exterminador y con los Hijos de Padilla, actualmente no tenemos quien quiera cambiar la historia sino rehacerla a su manera y por ello hemos salido a votar #ElecccionesGenerales28A",others,P,1
3006,"USER Entiendo algunas cosas pq es una serie y no una superproducción, pero hay otros que están para causar impacto y en verdad no tienen sentido. De todas maneras, me habían spoileado el final y aún así estaba de los nervios. #JuegoDeTronos",others,P,1
3007,#LaLiga 🏆 | #BarçaLevante ⚽ 👏 Ovación y cánticos en recuerdo de Tito Vilanova 📅 El jueves se cumplieron 5 años de su fallecimiento 🕛 12' 0-0 #EnDirecto ▶️ https://t.co/Dolthgpm5X https://t.co/saZXDYMF8J,others,P,1
3008,Feliz #DiadelLibro. A la espera del tercero. https://t.co/ISBKUR4USk,joy,P,1
3009,En el #DiaDelLibro busco uno de ⚽️⚽️⚽️que pueda salvar a USER 🥺🥺🥺; El drama de 🐐🐐🐐 👇📽️👉https://t.co/ajB16vZzLn https://t.co/3hIsg8WjER,others,P,1
3010,"Feriado, no se trabaja y hay #ChampionsLeague #BarçaLFC",others,P,1
3011,Pues qué bien... Supongo que la mayoría de los votantes a USER - USER estarán entusiasmados con la idea. #28A #ElecccionesGenerales28A https://t.co/GGy6TN48Fh,others,P,1
3012,"Extraordinaria Carmen Linares, grande del cante flamenco, hoy en el Festival Tío Luis el de la Juliana #poesía #Flamenco #DíaDelLibro que organiza Colegio Mayor Universitario USER https://t.co/0p41bulOUZ",joy,P,1
3013,El mejor gol de la #ChampionsLeague #Messi,others,P,1
3014,Ferreras cantando los resultados de las #ElecccionesGenerales28A #EleccionesL6 parece como si en cualquier momento metemos gol o va a salir el gordo de navidad. ¡Que emocion! https://t.co/kt2U9lFIKc,others,P,1
3015,"Este es el momento exacto donde se ve el airecito de la Rosa de Guadalupe, antes de acabar con el Rey de la noche #JuegodeTronos https://t.co/YAEW0r3KAG",others,P,1
3016,USER Con medio boleto a la final de la #ChampionsLeague. https://t.co/pmXChXIbve,others,P,1
3017,Regresan vuelo de #AirFrance que iba de #Paris a #Caracas debido a #CrisisEnVenezuela #SOSVenezuela #GuaidoChallenge #MaduroChallenge #VenezuelaLibre Nota: https://t.co/xv4MWyzaPE https://t.co/BLME5xq2Z8,others,P,1
3018,Y sí. En España nos interesa la política. #ElecccionesGenerales28A,others,P,1
3019,"En #CostaRica familias se quedan sin casas por incendios todos los días y todo mundo como si nada, se quema #notredame y todos lloran.",sadness,P,1
3020,. USER estaba en #Paris al momento del incendio EN #NotreDame . Así lo vivió #VIDEO 😢 https://t.co/DAUZuy42Lb,sadness,P,1
3021,"Piratiza, hoy se conmemora el #DíaDelLibro ¿cuál es su favorito? https://t.co/oefYbLw0xd https://t.co/w0v0BSYoVb",others,P,1
3022,#DiaDelTrabajador disfrutando el feriado con mi campeón 🏆 #ChampionsLeague https://t.co/D8ZrN5vsmn,others,P,1
3023,"#EEUU ""El secretario de Estado Mike Pompeo dijo en CNN que Maduro estaba en un avión 'rumbo a La Habana' #Cuba cuando el gobierno ruso lo convenció de que no se fuera..."" #Rusia #Venezuela https://t.co/3TOvk1k1Uw",others,P,1
3024,ES QUE ES EL PUTO AMO DE LA VIDA!!!!! 🐐🐐🐐🐐🐐🐐🐐🐐 #Messi #BarçaLFC #Messi600 #ChampionsLeague 🔵🔴🔵🔴🔵🔴 https://t.co/lmalEIvZPQ,others,P,1
3025,USER USER Estas celebrando todavia??.. y las pronunciaciones y el a apoyo a #Venezuela pa cuando? Somos muchos los españoles-venezolanos,others,P,1
3026,"La batalla de los campos del Pelennor o la del Abismo de Helm son, lo siento, pero mucho mejores que esta. #GameofThrones #GoT #JuegodeTronos",others,P,1
3027,"ES——ERA La tragedia es la destrucción de la belleza. Cuanto más se destruye, más trágica es. Las cosas buenas deben ser preservadas a través de imágenes, literatura y música. Lamentablemente, no he visto la #NotreDame de Paris. #Paris https://t.co/WyivSRcvwj",sadness,P,1
3028,#Laliga 🇪🇸 | El USER se corona cómo campeón de la #LaLiga Al vencer por la mínima al USER . 📍Bicampeones gracias a la dinastía MESSI! 🔴🔵 https://t.co/9hCnk5e82e,joy,P,1
3029,#Liverpool #LFC #ChampionsLeague a dar todo si se puede... Contra un grande.,others,P,1
3030,En el #DíadelLibro Recomiéndanos un título que te haya encantado leer #SantJordi 🌹📖 https://t.co/bufNmdG4Br,others,P,1
3031,Hace más #GretaThunberg que la Cumbre del Clima junta #FridaysForFuture #CambioClimatico,others,P,1
3032,Acá hijos varones dicen que quieren ir a la final de la #ChampionsLeague Teléfono USER,others,P,1
3033,El calentamiento global no es una comiquita! . Escuchemos el llamado que nos hace la tierra y lo materializa #gretathunberg (activista climática de 15 años) en su discurso en el Foro… https://t.co/7BLhcA61Q7,anger,P,1
3034,Me lo estoy pasando genial leyendo 'Candidato' de USER en plena campaña. Estoy intentando encajar quien es Simón Soria antes del domingo. Buenísimo. 🙌 #DiaDelLibro https://t.co/ji0n1F7IHr,joy,P,1
3035,Cual es el sentido de la religión? Si está llena de maldición y odio para los que no piensan como ellos... #Dioseselcamino #nolareligion #NotreDame #elodionoeslarespuesta,anger,P,1
3036,No sabia que hubiesen sacado una nueva de torrente... #ElecccionesGenerales28A https://t.co/1752L9NYnB,others,P,1
3037,Los libros curan la más peligrosa de las enfermedades humanas: la ignorancia. #DíaDelLibro https://t.co/frL5u9SXIz,others,P,1
3038,"Dices que amas a tus hijos por encima de todo, y sin embargo, estás robando su futuro frente a sus ojos. USER , Activista contra el cambio climático. #FridayForFuture #GretaThunberg #BeaShamanGood #SavethePlanet #HopeforTomorrow 🐚🍃✨ https://t.co/nINnxGmprf",others,P,1
3039,10 spin-offs de #JuegoDeTronos que nos gustaría ver tras el final de la serie https://t.co/1xCFbaaB5f https://t.co/DEu3mnqWwo,others,P,1
3040,Que pasa en este país que sube Bildu??? Estáis locos #ElecccionesGenerales28A,others,P,1
3041,"Cuando me aburro tengo mi juguetito eléctrico personal, es de goma, negro,compacto y ergonómico. Lo llevo siempre en el bolso para cuando siento necesidad,me doy el placer. Nunca me ha fallado, sólo tengo que recargar las pilas. Me refiero, por supuesto, a mi Kindle. #DiaDelLibro",others,P,1
3042,Grabé pérdida para el patrimonio cultural del mundo por el incendio de la catedral de #NotreDame,sadness,P,1
3043,En #codigodana iniciamos una serie de #podcast donde contaremos #todalaverdad sobre el #cambioclimatico Hablamos de la activista más joven del planeta y que está dando mucho que hablar : #gretathunberg https://t.co/lp7ad6QPKS #climatechange #fridaysforfuture #climatestrike https://t.co/2W9avA36HS,joy,P,1
3044,El Silencio de los inocentes de Thomas Harris Un clásico del cine de terror. #HotPost #DíaDelLibro https://t.co/80NikbksaK,others,P,1
3045,"Joder Messi, echale el freno de mano #BarcelonaLiverpool #ChampionsLeague",surprise,P,1
3046,Si en la #ChampionsLeague vas perdonando al final acabas palmando...pero bien por mucho que haya momentos que seas mejor. Tristemente se viene otro triplete,sadness,P,1
3047,La P de Popular en el PP. #ElecccionesGenerales28A https://t.co/a8SG6AhTn8,others,P,1
3048,"La gente tipo: ""a huevo se está quemando #NotreDame, voy a publicar mi foto de hace 5 años para que sepan que estuve ahí y que por eso estoy muy triste"" https://t.co/6jNCEd3GD2",others,P,1
3049,"El más grande de los grandes, te amo Messi #ChampionsLeague 💖",joy,P,1
3050,USER lucho durante más de 12 años a favor del pueblo y encontrá de las dictaduras neoliberales USER en menos de un año hace un llamado al levantamiento armado. Que diferencia de postura. Dios contigo #Venezuela #VenezuelaLibre #VenezuelaEnVivo,sadness,P,1
3051,#Efemérides Hoy #23Abr se celebra el Día Mundial del Libro un buen amigo y una buena compañía para pasar el tiempo y crecer intelectualmente #DiaDelLibro 📖,joy,P,2
3052,Y ni que decir de aquel personaje den le los putos 7 reinos los 7 infiernos una armadura en vidriagon y un dragón para llevar #JuegoDeTronos #GameofThrones,others,P,2
3053,"No se que tiene más emoción, el escrutinio o las votaciones de Eurovisión. Que peñazo. #ElecccionesGenerales28A",others,P,2
3054,"En este día del libro y con pena y tristeza por los acontecimientos recientes, recomiendo ampliamente esta gran obra del maestro Víctor Hugo una historia que aunque muchos no lo sepan ya la conocen gracias a una película infantil muy querida por miles de personas #DíaDelLibro... https://t.co/0PibS2NmK1",sadness,P,2
3055,Tremenda frase de #RayBradbury autor de #Fahrenheit451 en éste #DiaDelLibro https://t.co/ST4iUYk60S,others,P,2
3056,"Con el corazoncito lleno ❤️ porque esta hermosa familia USER que conocí por sentirme más cerca de USER y que me han acogido como una más de ellos, siempre me demuestran su cariño y apoyo en las malas y en las buenas. Graciasss!! #VenezuelaLibre #GraciasChile https://t.co/gENoafv4ad",joy,P,2
3057,"USER que buena idea, la verdad es que enamorarse de un libro o una serie y leerla al completo es de lo mejor.... que grato saber que piensas en estas cosas presidente USER un ejemplo mas de humildad y buen corazon #DíaDelLibro📖",joy,P,2
3058,Gritando fuerte para frenar el #CambioClimático. Pelos de punta y un mínimo de esperanza. 🌱 #15MClimatic #FridayForFuture #GretaThunberg #15MClimatico Gracias USER por iniciar esta #revolucion. 🌏 https://t.co/Xe8talMl29,others,P,2
3059,#ElecccionesGenerales28A y ahora USER llorando en un rincon https://t.co/ikbu9SFbnt,sadness,P,2
3060,Notre Dame nos remitió a la Belleza desde su monumentalidad. Ahora su silencio es también un grito al Misterio. #NotreDame #contemplacionyBelleza https://t.co/eGKP0LHtj9,sadness,P,2
3061,"Dembelé si es más malo que pegarle a la mamá, ya sabemos porque no juega #ChampionsLeague",anger,P,2
3062,Como se nota que #JuegoDeTronos ya no tiene el apoyo de los libros. Vaya mierda de temporada se están sacando.,disgust,P,2
3063,"USER USER USER es el presidente legítimo de #Venezuela, fue elegido por el único Congreso venezolano legítimo. El usurpador es el genocida de #Maduro",anger,P,2
3064,Por una vez que ardo en deseos de escuchar declaraciones de Pablo Casado y lo que me está haciendo esperar el cabrón. #EleccionesL6 #ElecccionesGenerales28A,anger,P,2
3065,"Parece mentira que en estos siglos #NotreDame haya perdurado y sea en el año 2019, repito 2019!!! Cuando toque fondo un símbolo mundial. Alguno piensa si estamos avanzando como sociedad? Ni en materia económica, ni valores humanos... Paso",anger,P,2
3066,¿Soy el único al que le extraña un fuego accidental por labores de renovación precisamente en #NotreDame?,surprise,P,2
3067,Una magnífica estructura arquitectónica con más de 800 años de historia y uno de mis edificios preferidos del mundo.❤️ 🙏😢🇫🇷 #NotreDame #París #Francia https://t.co/U0A1NisvEg,sadness,P,2
3068,"Beñat 🔥🔥🔥, vaya golazo de falta #AthleticAlavés #LaLiga",surprise,P,2
3069,"La verdad no soy muy conocedora de la historia ni podria decir cuántos años de historia guardaba la catedral, lo que si sé es que en la actualidad perder un monumento como #NotreDame es una perdida invaluable, qué tristeza 😣. Duelen las imágenes",sadness,P,2
3070,#ChampionsLeague: |Final del primer tiempo|. #Barcelona 🇪🇸 1 (Suárez) - #Liverpool 🏴󠁧󠁢󠁥󠁮󠁧󠁿 0. https://t.co/zstQ3czMTg,others,P,2
3071,"Aparece intacta la imagen de Notre Dame, que los bomberos abrazan y protegen #NotreDameEnLlamas #NotreDameCathedral #paris #Francia https://t.co/1V0nrNiy9F",others,P,2
3072,"Degenerada esa gente que se rie y hace chistes con esta tragedia, ante un hecho devastador como ha sido ver arder #NotreDame de #Paris. Con el favor de Dios y la Virgen se pueda restaurar. LLoré cuando la vi en persona por primera vez.",sadness,P,2
3073,"USER se cae a pedazos. USER demostrando su messidependencia, todo el segundo tiempo perdido y se conectó 5 min para sumar dos más!! #ChampionsLeague #BarLiv #BarçaLFC #Barcelona #Liverpool #ChampionsxESPN #UCL",anger,P,2
3074,Es tanto el fracaso de la intentona del golpe de estado y no quieren permitir que el mundo se entere que el pueblo triunfo que esta red social en #Venezuela no nos permite subir los vídeos,anger,P,2
3075,El episodio más oscuro de la temporada y la serie y no precisamente por lo tétrico. #got #GameOfThornes #juegodetronos,others,P,2
3076,#LaLiga 🏆 | #BarçaLevante ⚽ 🔚 ¡Descanso en el Camp Nou! 🤔 ¿Peligra el alirón? 🕛 45' 0-0 #EnDirecto ▶️ https://t.co/Dolthgpm5X https://t.co/ytbBvyQXWC,surprise,P,2
3077,Soy el único que le vale 1000 hectáreas de verga lo de ? #NotreDame,others,P,2
3078,"Hay tantas cosas chulas hoy. Por ejemplo, ir al trabajo en Fuencarral y Chueca y ver un barrio que respira con alivio, libre #ElecccionesGenerales28A #Elecciones2019 #ChuecaMadrid",joy,P,2
3079,Siempre serás mi atracción favorita de París 💔😔 #NotreDame https://t.co/GVjLtbFC3L,joy,P,2
3080,"Ahí están mis consentidos...!!! 😍 Ellos también querían aparecer en mis redes en su día.... !!!!🤗 A los autores, gracias por alimentar mi mundo académico y profesional pero sobre todo muchas gracias a cada uno por honrarme con su amistad. 🤗 #DíaDelLibro https://t.co/Up36CiVb53",joy,P,2
3081,Pues ya hemos votado tanto mi madre y yo #ElecccionesGenerales28A,others,P,2
3082,"A menos de 24 para el 8x03 de #JuegoDeTronos solo puedo decir una cosa: AHORA SÍ QUE SI, #WINTERISHERE #Got #VivePoniente #PorElTrono https://t.co/Pxaq0XFoRY",joy,P,2
3083,🇨🇴¡AAAARIAAAAAS!🇨🇴 USER en el XI inicial de USER para enfrentar a USER en #LaLiga🇪🇸🏆⚽ Sigue el #MinutoAMinuto aquí: https://t.co/LuKXUR6KRA https://t.co/NfQJawLWcq,joy,P,2
3084,EN VIVO | ¡Se inicia el segundo tiempo! 🆚 Atlético Madrid 0-0 Valladolid 🏆Fecha 35 #LaLiga https://t.co/V7blIEXiuo,others,P,2
3085,El deseo de la humanidad que Notre Dame resurja de sus cenizas. #NotreDameEnLlamas #avefenix https://t.co/NPlVwRAKV0,others,P,2
3086,Yo intentando comentar las #EleccionesL6 y #ConexionHomduras1 y evitando los spoilers del capítulo de #JuegoDeTronos que se ha filtrado. https://t.co/9OFJHncoCe,others,P,2
3087,Con el accidente de la catedral #NotreDame (gran acontecimiento que marcará la historia mundial) se debe dar inicio a una quinta EDAD. No deberían dejar pasar por alto eso... Es muy triste y conmocionador lo que ha sucedido 😢💔,sadness,P,2
3088,"¡Lean carajo! Quien no lee, no se culturiza e instruye, termina chavista y comunista, es decir, termina siendo una escoria para la sociedad. Feliz #DiaDelLibro. #23Abr",anger,P,2
3089,Eternamente agradecida a mi país por frenar a la extrema derecha. Ahora más que nunca ORGULLOSÍSIMA DE MI PAÍS #ElecccionesGenerales28A,joy,P,2
3090,En la sede del PP faltan kleenex. #28DeAbril #ElecccionesGenerales28A,others,P,2
3091,¿Algún político preocupado por el cambio climático? ¿O solo os preocupa ganar las elecciones? USER USER USER USER USER #FridaysForFuture #Strike4Climate #GretaThunberg,anger,P,2
3092,El pueblo unido jamas sera vencido... #Venezuela #VenezuelaCoup https://t.co/IpDfi1fvzO,others,P,2
3093,"Aquí algunos datos que hacen de la catedral de #NotreDame en Paris, uno de los monumentos más conocidos y visitados del mundo: 👇🏻👇🏻👇🏻 https://t.co/i7vXlYQY1k",others,P,2
3094,"#DiaDelLibro|Próximamente la #ENM llevará a cabo la VI Feria del libro,donde se podrán adquirir libros de texto, publicaciones y revistas de interés jurídico y otras áreas de conocimiento https://t.co/FzjtsICMTJ",others,P,2
3095,Que nunca se le olvide a USER el ZASCA internacional que le acaban de propinar. #Venezuela #VenezuelaLibre https://t.co/9iXQLEgEqb,others,P,2
3096,Acabo de terminar el capítulo de #JuegodeTronos y he de decir que ma ha parece horrible. El mensaje del combate es horrible con tanto movimiento y nieve que no se ven los personaje. La pausa de mitad de episodio es súper forzada. La música no suele acompañar a la escena.,anger,P,2
3097,Hoy Leo Messi puede levantar su primera Liga como capitán. #ForçaBarça #BarçaLevante #LaLiga https://t.co/c42ATTSljI,others,P,2
3098,"Uno de los libros que he leído, releído y subrayado... sencillamente genial! #DiaDelLibro USER https://t.co/2d3iRNBfco",joy,P,2
3099,El equipo con el promedio de edad más joven de toda la Champions está a tan solo un paso de volver a una final después de 23 años. LA MÁQUINA HOLANDESA. #ChampionsLeague #Ajax #rojadirectapty https://t.co/dKu11g473t,others,P,2
3100,"No voy a discutir ni decir nada nuevo que se haya dicho sobre #Messi ya con lo demostró hoy x #ChampionsLeague, por lo que demuestra siempre... Pero tampoco dudar de que tuvo un maestro.. Sino miren las fotos.. Como no vas a pegarle así 😉😉 https://t.co/HG9UgK3PtS",others,P,2
3101,"Encima esta música tan turbia y puf, ya basta, por favor #JuegodeTronos",anger,P,3
3102,Es genial la gente aprovechando el incendio de #NotreDame para postear fotos diciendo «yo estuve ahí».,sadness,P,3
3103,"USER Puede ser tu mamá, puede ser tu abuela, es la madre o la abuela de toda Venezuela, herida por querer ser libre. Esto no puede pasar más 💔💔💔 #VenezuelaLibre .",anger,P,3
3104,"""Un socialismo mal enfocado que llevó al pueblo de #Venezuela a limites inhumanos. La cantidad de delitos, que las personas que hicieron esto tiene que enfrentar internacionalmente es lo que hace que sigan apoyando el régimen de #Maduro"", dice Reyes - #AM1080",others,P,3
3105,"Le acabo de ver a Valverde un polo que decía 8 de 11, ridículo total! Cuando te sabes chico en comparación de tu enemigo y quieres que lo vea el mundo entero. #BarçaLevante #Barcelona #LaLiga",others,P,3
3106,"Ante estos resultados, expectativa de avances decididos en lucha contra la pobreza infantil, protección de la infancia contra la violencia, equidad en la educación. Que la infancia encuentre en las coaliciones el lugar que necesita tener #ElecccionesGenerales28A USER https://t.co/Z6z0Wj8ozf",joy,P,3
3107,Otra vez la misma estructura. Algún boludo festeja el incendio y 20 millones salen a indignarse por “la gente que festeja el incendio”. Se están peleando contra nadie gente... La entidad se la dan ustedes... #NotreDame,anger,P,3
3108,Con motivo de la celebración del #DíaDelLibro es necesario seguir apostando por la adaptación de materiales a Lectura Fácil para facilitar la accesibilidad a todas las personas 🍀📚 https://t.co/zpnGfYM5VX,others,P,3
3109,"#Messi debe tener algún tipo de sinestesia, es increíble lo que puede hacer con la pelota. #ChampionsLeague",others,P,3
3110,"Bien Barcelona, hubieran metido más goles sino hubieran fallado tanto. #Barcelona #BarcelonaLiverpool #barcelonavsliverpool #ChampionsLeague",others,P,3
3111,"Entre el Tottenham ayer y el Liverpool hoy, no se sabe bien cuál de los dos entendió menos que estaban jugando una semifinal de #ChampionsLeague",others,P,3
3112,Ahora ya no se cómo se puede llegar a cumplir esta visión... 🤨🤔 #GoT  #JuegoDeTronos #GameOfThrones https://t.co/KHUhGmUDM3,others,P,3
3113,Como manda la tradición por el #DíaDelLibro te traemos nuestro libro de #recetas +Sabor #Saludable para que disfrutes de los mejores alimentos de #CastillaYLeón con salud 💙💛 Recetario ➡️ https://t.co/AsP6ZVRGoD https://t.co/KKd91JAF1E,others,P,3
